"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bosnia and Herzegovina","BIH","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5499992370605","18.3080005645752","19.3449993133545","20.7679996490479","21.8419990539551","22.8409996032715","23.6790008544922","24.5419998168945","25.1380004882813","26.1889991760254","26.5370006561279","27.5540008544922","28.371000289917","29.3929996490479","30.1359996795654","31.1100006103516","28.9799995422363","23.4099998474121","24.0699996948242","27.3099994659424","27.5799999237061","28.0100002288818","27.4899997711182","27.5200004577637","27.6900005340576","25.4099998474121","20.5300006866455","18.3999996185303","15.6899995803833","15.2650003433228","14.8999996185303",
"Belarus","BLR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.600000023841858","3.09999990463257","8.5","12.8000001907349","17.7000007629395","24.3999996185303","17.1000003814697","14","12.8000001907349","12.253999710083","11.5369997024536","10.8850002288818","10.298999786377","9.79599952697754","9.03899955749512","8.38099956512451","7.65899991989136","7.02699995040894","6.09999990463257","6.25699996948242","6.16900014877319","6.05100011825562","6.00699996948242","5.99599981307983","5.83799982070923","5.84000015258789","5.65000009536743","4.76000022888184","4.15999984741211","4.05000019073486","3.90000009536743",
"Belize","BLZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.72999954223633","9.71599960327148","9.77999973297119","11.1000003814697","12.4799995422363","13.8199996948242","12.6800003051758","14.3100004196167","12.8400001525879","10.8690004348755","9.06999969482422","10.039999961853","10.2569999694824","10.5939998626709","10.9099998474121","9.39000034332275","8.51000022888184","8.18000030517578","8.24400043487549","8.24400043487549","8.28400039672852","8.30799961090088","8.35000038146973","8.23999977111816","7.57999992370605","7","6.59999990463257","7.81400012969971","9.05000019073486","10.7880001068115","10.289999961853",
"Bermuda","BMU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98000001907349","3.26200008392334","3.08899998664856","3.07999992370605","2.75200009346008","2.44000005722046","2.07999992370605","2.13000011444092","2.43199992179871","2.37299990653992","2.47900009155273","2.49000000953674","2.53299999237061","2.50300002098084","2.54299998283386","2.57500004768372","2.64299988746643","2.59999990463257","2.97000002861023","2.61400008201599","2.25","2.0699999332428","2.44000005722046","2.01999998092651","3.10999989509583","3.5","3.65000009536743","3.51999998092651","3.6800000667572","7.90000009536743","5.09000015258789",
"Brazil","BRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.36600017547607","6.42000007629395","6.03000020980835","6.46999979019165","7.09000015258789","8.02999973297119","9","10.1499996185303","11.1300001144409","10.5299997329712","10.6499996185303","10.6400003433228","11.1700000762939","10.0699996948242","10.5500001907349","9.6899995803833","9.27999973297119","8.27000045776367","9.42000007629395","8.03400039672852","7.57999992370605","7.25","7.07000017166138","6.76000022888184","8.5600004196167","11.7399997711182","12.9300003051758","12.460000038147","12.0500001907349","13.9300003051758","13.3400001525879",
"Barbados","BRB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6830005645752","22.9400005340576","24.5400009155273","22.9799995422363","19.6599998474121","14.710000038147","14.6099996566772","12.3999996185303","10.6099996566772","9.35000038146973","9.85000038146973","10.3199996948242","11","9.56999969482422","9.07999992370605","8.72999954223633","7.40999984741211","8.11999988555908","10.0200004577637","10.6899995803833","11.1899995803833","11.5900001525879","11.5500001907349","12.1700000762939","9.80000019073486","8.25","8.61999988555908","8.31999969482422","8.40999984741211","10.1049995422363","9.58199977874756",
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","4.82399988174438","4.86299991607666","5.00400018692017","5.125","5.2020001411438","5.23400020599365","5.34600019454956","5.5019998550415","5.59700012207031","5.69399976730347","5.80999994277954","5.89099979400635","5.94600009918213","6.03999996185303","6.21000003814697","6.23000001907349","6.28800010681152","6.38800001144409","6.56799983978271","6.69000005722046","6.73199987411499","6.76999998092651","6.8600001335144","7.69299983978271","8.43200016021729","9.31999969482422","8.69999980926514","6.92000007629395","7.40999984741211","7.44600009918213",
"Bhutan","BTN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48199999332428","1.49000000953674","1.46200001239777","1.46000003814697","1.4539999961853","1.43099999427795","1.41400003433228","1.39999997615814","1.39999997615814","1.625","1.89999997615814","1.86699998378754","1.79999995231628","2.49000000953674","3.09999990463257","3.13000011444092","3.70000004768372","3.74600005149841","3.96000003814697","3.3199999332428","3.23000001907349","2.04999995231628","2.86999988555908","2.63000011444092","2.45000004768372","2.7739999294281","3.05599999427795","3.34999990463257","2.72000002861023","5.03000020980835","3.90799999237061",
"Botswana","BWA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8199996948242","16.3250007629395","18.7849998474121","21.2000007629395","21.3500003814697","21.5900001525879","21.1259994506836","20.8600006103516","18.2290000915527","15.8800001144409","18.5400009155273","21.1049995422363","23.7999992370605","21.8519992828369","19.8290004730225","17.7800006866455","17.1720008850098","16.5900001525879","16.1700000762939","17.8600006103516","18.1520004272461","18.4160003662109","18.5380001068115","18.8939990997314","19.298999786377","19.3150005340576","19.6030006408691","19.8379993438721","20.0900001525879","21.0200004577637","21.1550006866455",
"Central African Republic","CAF","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.36299991607666","5.43699979782104","5.46600008010864","5.46999979019165","5.44199991226196","5.45800018310547","5.46099996566772","5.40500020980835","5.36499977111816","5.29699993133545","5.33300018310547","5.36700010299683","5.38700008392334","5.34000015258789","5.33300018310547","5.29199981689453","5.25799989700317","5.20599985122681","5.27199983596802","5.51800012588501","5.45699977874756","5.44000005722046","5.4520001411438","5.5770001411438","5.73699998855591","5.74599981307983","5.76200008392334","5.69999980926514","5.75500011444092","6.38000011444092","6.45800018310547",
"Canada","CAN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3199996948242","11.1999998092651","11.3800001144409","10.3999996185303","9.48999977111816","9.61999988555908","9.10000038146973","8.27999973297119","7.57999992370605","6.82999992370605","7.21999979019165","7.65999984741211","7.57000017166138","7.19000005722046","6.76000022888184","6.32000017166138","6.03999996185303","6.1399998664856","8.34000015258789","8.0600004196167","7.51000022888184","7.28999996185303","7.07000017166138","6.90999984741211","6.90999984741211","7","6.34000015258789","5.82999992370605","5.65999984741211","9.46000003814697","7.46000003814697",
"Central Europe and the Baltics","CEB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.22374165203136","10.107284624195","11.5385218809094","11.3817274136822","10.8492380171591","10.1956633005466","9.16333417972714","8.95373113834429","10.3892080325781","12.4415127085225","13.2256369373655","13.7350786447595","12.9536505720131","12.9328236436708","12.0585084357035","10.1027384706329","7.80838223103675","6.6070535946464","8.48909731288562","9.90131234608515","9.78859250431239","9.97857146761681","10.0496181235447","8.95333523314819","7.82080213651938","6.49093597211754","5.29781655946861","4.3164691492709","3.78090052831445","4.37073250666752","4.48467124490485",
"Switzerland","CHE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82000005245209","2.80999994277954","3.54999995231628","3.57999992370605","3.08999991416931","3.6800000667572","4.13000011444092","3.5699999332428","3.04999995231628","2.66000008583069","2.49000000953674","2.92000007629395","4.11999988555908","4.32000017166138","4.44000005722046","3.99000000953674","3.64000010490417","3.34999990463257","4.1100001335144","4.80999994277954","4.40999984741211","4.48999977111816","4.75","4.82999992370605","4.80000019073486","4.92000007629395","4.80000019073486","4.71000003814697","4.3899998664856","4.82000017166138","5.09999990463257",
"Channel Islands","CHI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.20699977874756","6.65999984741211","7.65299987792969","7.84800004959106","7.57399988174438","7.50899982452393","7.2810001373291","6.83099985122681","6.48400020599365","5.89599990844727","5.54500007629395","5.82999992370605","6.17799997329712","6.375","6.30700016021729","5.99900007247925","5.67700004577637","5.75","7.17700004577637","7.55100011825562","7.78900003433228","8.61800003051758","9.21199989318848","8.99600028991699","8.5959997177124","8.11800003051758","7.50500011444092","6.93200016021729","6.77699995040894","7.81099987030029","7.55299997329712",
"Chile","CHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23000001907349","4.34999990463257","4.48999977111816","5.86999988555908","4.69999980926514","7.40999984741211","7.1399998664856","7.30999994277954","11.1599998474121","10.4899997711182","10.3900003433228","10.1700000762939","9.77000045776367","10.1599998474121","9.34000015258789","9.02000045776367","8.43000030517578","9.28999996185303","11.3100004196167","8.40999984741211","7.32000017166138","6.6399998664856","6.19999980926514","6.65000009536743","6.48999977111816","6.73000001907349","6.94999980926514","7.21000003814697","7.26999998092651","11.1400003433228","9.35000038146973",
"China","CHN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36999988555908","2.36999988555908","2.69000005722046","2.90000009536743","3","3.11999988555908","3.23000001907349","3.24000000953674","3.25","3.25999999046326","3.79999995231628","4.23999977111816","4.57999992370605","4.48999977111816","4.51999998092651","4.42999982833862","4.34999990463257","4.59000015258789","4.71999979019165","4.53000020980835","4.55000019073486","4.57999992370605","4.59999990463257","4.63000011444092","4.65000009536743","4.55999994277954","4.46999979019165","4.30999994277954","4.55999994277954","5","4.55000019073486",
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.60799980163574","6.69999980926514","5.85900020599365","5.00500011444092","4.09999990463257","4.08400011062622","4.05499982833862","4.09999990463257","4.35799980163574","4.60200023651123","4.85400009155273","5.09200000762939","5.34899997711182","5.47300004959106","5.73000001907349","5.93200016021729","6.18499994277954","6.35599994659424","6.60200023651123","6.77600002288818","7.21500015258789","7.21999979019165","4.25","3.47499990463257","2.69700002670288","1.89999997615814","3.26999998092651","2.83500003814697","2.40000009536743","2.66000008583069","2.81699991226196",
"Cameroon","CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6560001373291","7.75099992752075","7.97499990463257","7.87099981307983","7.96799993515015","8.0600004196167","7.93400001525879","7.80999994277954","7.69600009918213","7.59100008010864","7.46000003814697","6.68900012969971","5.90299987792969","5.11100006103516","4.40000009536743","3.72399997711182","3.05999994277954","3.41799998283386","3.76600003242493","4.1100001335144","3.96700000762939","3.81699991226196","3.67499995231628","3.52999997138977","3.5460000038147","3.57200002670288","3.59800004959106","3.60899996757507","3.62899994850159","3.94700002670288","4.12200021743774",
